id,name,price,location_lat,location_long,score_upvotes,score_views,creator_id,creator_is_premium,tags,start,end
3678,lorem id ligula suspendisse ornare consequat lectus in,74.12,32.74457,-96.607199,467,3269,83ca9191-146f-42f3-abd9-6d0522a09288,FALSE,Visionary,2021-09-18T01:25:42,2021-11-04T07:18:56
3679,fermentum justo,12.07,32.914607,-96.671997,149,1341,1e719d48-bd3c-4c0f-9d40-be121aecf11b,FALSE,24/7|monitoring|concept|Synchronised,2021-01-23T12:23:25,2021-02-10T10:31:49
3680,vestibulum ante ipsum primis in,,32.024785,-96.725016,64,256,bbdf2b89-29e4-405f-9b4b-5281d627f9f6,FALSE,Enhanced|data-warehouse|optimal|Multi-layered|Multi-layered,2021-04-04T07:59:39,2021-09-22T08:03:29
3681,ut odio cras mi,46.22,32.840265,-96.886611,1172,8204,4256ebbc-dd5b-46c7-a482-2cdeb0fa7874,TRUE,Upgradable|Enhanced|object-oriented,2021-05-06T05:54:44,2021-10-25T02:40:31
3682,id justo sit amet,95.5,32.613976,-96.611372,1199,8393,9e3949e1-fb18-47dd-b81f-f1578e142cce,FALSE,maximized|De-engineered,2021-05-10T04:08:52,2021-06-21T03:32:26
3683,pharetra magna ac consequat metus sapien ut,49.18,32.033125,-96.121576,1484,14840,8b663eb3-80b8-4d16-8e3f-62ee9f23c80d,TRUE,incremental,2021-09-06T14:02:27Z,
3684,ut blandit non interdum in ante vestibulum ante,,32.149434,-96.439032,2233,22330,42cc0695-9269-49b3-bcc9-59936beb71bf,TRUE,process improvement|Exclusive|approach|Re-contextualized,2021-03-11T16:01:39,2021-10-02T18:00:43
3685,sed augue aliquam erat volutpat in,,32.108801,-96.950633,166,996,57f34203-e192-406e-916b-c673aeb0689d,FALSE,throughput|groupware|challenge|Robust|Cloned,2021-02-05T16:02:23,2021-05-08T22:01:13
3686,rhoncus dui vel sem sed sagittis nam congue,,32.823723,-96.455139,1109,6654,d78a10e7-3d5e-4435-9073-5ca4073ca4f6,FALSE,neural-net|attitude-oriented|local area network|Profound,2021-03-29T12:57:24,2021-09-13T07:35:28
3687,nisl duis bibendum felis sed interdum venenatis turpis,28.04,32.140534,-96.794383,212,1060,c379410d-9fb3-434a-9384-5c8fcec0f465,FALSE,methodical|contextually-based|framework|service-desk,2021-10-27T23:03:36,2021-11-17T10:35:51
3688,orci luctus,99.98,32.127049,-96.678676,1265,7590,4fc35086-272d-4c34-b8d6-51fb9de19632,FALSE,analyzing,2021-06-16T11:01:45,2021-09-16T13:04:42
3689,felis sed interdum venenatis turpis,79.97,32.688111,-96.525288,1504,7520,ef65b942-c089-4c9f-ab19-f13981d64974,TRUE,Decentralized|3rd generation|product|Robust,2021-05-03T21:20:32,2021-07-31T11:09:36
3690,tristique fusce,16.36,32.525742,-96.478891,2236,6708,0e2c0c30-f972-47d7-93eb-920c53290833,TRUE,solution-oriented|array|reciprocal|full-range|Reduced,2021-05-24T18:34:06Z,
3691,quis turpis eget elit sodales scelerisque mauris sit,,32.548061,-96.500596,642,3210,ff2bb2fd-d662-42aa-802f-7d9441347225,TRUE,Vision-oriented|initiative|homogeneous|Right-sized,2021-08-01T23:06:23,2021-08-08T19:49:31
3692,phasellus sit amet erat nulla tempus,56.82,32.503874,-96.320823,1869,22428,8174d646-5c7c-462f-b906-12f0f38cc4db,TRUE,directional|Enterprise-wide|Multi-lateral|collaboration|radical,2021-02-13T13:41:39,2021-06-07T04:59:00
3693,donec diam neque vestibulum eget,71.95,32.455202,-96.587672,911,6377,565632da-e0f2-47fa-ae9f-b8f523d3455e,TRUE,Decentralized,2021-03-27T01:33:42,2021-09-25T23:16:46
3694,posuere metus vitae,79.34,32.979701,-96.806058,128,1280,cf391f03-6e99-4096-b521-be85bb064f35,TRUE,application|Multi-layered|radical|policy|Vision-oriented,2021-03-24T00:19:21,2021-04-15T16:58:51
3695,dui vel nisl duis,50.38,32.851032,-96.799947,2188,21880,a3e45b74-ede3-4ebf-b122-979f59ff70fa,FALSE,,2021-02-03T20:14:11,2021-08-01T11:06:52
3696,morbi quis tortor id nulla ultrices aliquet maecenas,70.55,32.515795,-96.677485,1962,23544,5802a0d4-4848-4388-8618-b9e3e18de0e2,FALSE,Customer-focused|Optional|monitoring|zero tolerance,2021-02-03T13:11:26,2021-04-22T09:39:59
3697,in felis donec semper sapien a libero nam,36.13,32.746919,-96.761209,946,6622,2c6c9d21-c109-45b4-87e0-599908ec31bc,FALSE,help-desk|Triple-buffered|Diverse|projection|contingency,2021-08-01T11:45:36,2021-10-08T07:30:08
3698,purus sit amet nulla quisque arcu libero,,32.735194,-96.650857,2142,12852,a7aa862b-ede5-4ed9-a426-54654bb4a77c,TRUE,didactic|product|toolset,2021-01-24T07:51:39,2021-10-25T00:42:16
3699,magna vulputate luctus cum sociis,34.42,32.415216,-96.543668,1016,3048,9dfb7ceb-61a2-4b3b-a0cc-de88fabbccd3,TRUE,even-keeled|approach|local|array|modular,2021-05-15T13:18:04,2021-12-30T02:11:38
3700,nisi venenatis tristique,44.84,32.621504,-96.83874,45,450,43b732b4-add1-4242-8e83-29aa717e10aa,FALSE,holistic|Innovative|context-sensitive|Ameliorated,2021-12-27T10:46:33,2021-12-30T01:35:42
3701,tellus nulla ut erat id mauris vulputate,84.23,32.021992,-96.387563,1851,22212,b8684a7c-807f-49f5-81f6-073897f2a080,TRUE,Multi-layered|asynchronous,2021-07-07T17:16:37,2021-08-31T12:48:35
3702,id massa id,39.44,32.84695,-96.631303,318,1590,446a483f-6264-491e-9a8a-9bf4236ea3d4,TRUE,multi-tasking,2021-04-21T22:09:09,2021-04-26T03:15:16
3703,augue luctus tincidunt nulla mollis molestie lorem,,32.484508,-96.182047,2125,10625,c0328b7d-7b17-40fa-9880-63ff6b5637b5,TRUE,value-added|Customer-focused|migration|workforce,2021-08-13T03:08:09,2021-10-01T11:11:41
3704,pellentesque ultrices phasellus id sapien in sapien,,32.122382,-96.780086,1796,7184,e6e62a70-eed8-45ac-9758-a183114237c6,FALSE,open architecture|optimizing|zero defect,2021-09-14T14:08:17,2021-11-18T10:07:33
3705,habitasse platea dictumst etiam faucibus cursus urna,31.43,32.376013,-96.807963,881,9691,31c588eb-3c90-4467-bf48-85415f99f130,FALSE,Polarised|upward-trending|collaboration|system engine,2021-02-08T11:51:26,2021-02-17T16:50:53
3706,leo maecenas pulvinar lobortis est,94.28,32.721967,-96.20029,1422,17064,0e53e5d0-4e3a-4ea9-8962-44ebc448e01a,TRUE,Managed|solution|standardization|algorithm,2021-05-21T07:46:31,2021-12-01T16:33:54
3707,augue vel accumsan tellus,,32.244768,-96.879382,64,768,2465412f-e01b-4d9d-888e-e9a05eee60a6,TRUE,human-resource|client-driven|human-resource,2021-01-08T07:32:10,2021-05-21T04:44:42
3708,turpis elementum ligula,25.56,32.258689,-96.197902,469,2345,a80d44e8-55cd-4726-9181-4599e2f2201e,FALSE,real-time|contextually-based|protocol|Future-proofed,2021-10-07T21:04:07,2021-12-13T16:31:53
3709,eget tincidunt eget tempus vel,6.51,32.529529,-96.62832,1558,15580,d6bbfba0-7009-4bc8-806d-0405a848cef4,TRUE,Versatile|analyzer|software|ability,2021-03-27T00:03:01,2021-12-20T14:45:43
3710,lacus curabitur,,32.255313,-96.114185,188,1316,5937cc53-7d85-4781-9747-1cf6b433ebb4,TRUE,Stand-alone,2021-05-06T03:46:19,2021-07-31T10:33:36
3711,vel enim sit,26.08,32.950653,-96.113644,352,1056,50734400-f937-4e4c-a6a9-b2d95edcbc5f,TRUE,service-desk|systematic,2021-09-19T02:04:04,2021-09-21T10:49:04
3712,diam neque vestibulum,78.74,32.063845,-96.880273,589,4712,af47a302-b82a-4525-a5fb-3c0f39f0c740,FALSE,Secured|reciprocal|modular,2021-01-24T20:12:55,2021-04-19T23:11:43
3713,maecenas leo,,32.196161,-96.342384,2425,7275,a92c5469-6ab8-440a-ac3d-7d5e4460e5ea,TRUE,Graphic Interface|Operative|frame|impactful|needs-based,2021-09-08T11:33:20,2021-11-18T02:13:51
3714,porta volutpat erat quisque erat eros,18.41,32.378927,-96.65717,561,2805,f5c1b19b-0d64-4c13-9336-52a5b700f2d6,TRUE,Cloned,2021-04-23T18:20:21Z,
3715,massa id nisl venenatis lacinia,,32.242836,-96.828031,2519,7557,671d5f8c-8570-4193-86d4-6cbb7d456726,TRUE,strategy|instruction set,2021-05-14T22:50:38,2021-06-29T09:07:03
3716,amet consectetuer adipiscing elit,39.19,32.922015,-96.511448,359,1436,3e3620b8-56db-4bbf-9912-15637455046b,FALSE,conglomeration|protocol,2021-01-11T10:16:10,2021-01-16T05:48:56
3717,ipsum primis in faucibus orci,55.14,32.428465,-96.788215,1937,19370,c005afd5-a8ba-4036-ae9e-3ae84d058349,TRUE,national|heuristic|instruction set|projection,2021-06-23T00:12:01Z,
3718,ut mauris eget massa tempor convallis nulla neque,66.87,32.017918,-96.223349,816,4080,3b3b3fe0-c5fc-43b6-a25c-a191ea5fd3b6,TRUE,instruction set|Re-engineered|grid-enabled,2021-05-03T22:50:45,2021-12-28T22:37:36
3719,nunc rhoncus dui vel sem sed sagittis,9.41,32.975466,-96.786534,176,1584,6ac1e13f-09eb-41fb-b76d-3f5805e99edc,FALSE,solution|customer loyalty|demand-driven|analyzing|Focused,2021-08-06T00:54:45,2021-09-19T20:28:21
3720,bibendum felis sed interdum venenatis turpis enim blandit,,32.93529,-96.111898,1755,15795,e94e689d-7361-460f-9ca2-795be1ef586a,FALSE,Streamlined|even-keeled,2021-12-25T17:36:48Z,
3721,erat id mauris vulputate elementum,67.32,32.344859,-96.091109,1065,3195,9dbea785-dbc9-48e3-a6c9-7c9694a4a338,TRUE,Visionary,2021-08-29T21:50:27Z,
3722,diam neque vestibulum eget vulputate ut ultrices,88.19,32.853378,-96.349216,2127,17016,bea36745-e958-4eae-a6ec-e25702e2fa7c,TRUE,Object-based|emulation|Fully-configurable,2021-04-05T09:06:23,2021-11-15T14:18:12
3723,interdum mauris non ligula pellentesque,57.24,32.349773,-96.63714,1890,11340,a5335436-cfad-4004-bed7-b4319994365e,TRUE,multimedia|customer loyalty,2021-08-17T15:29:06Z,
3724,id ligula suspendisse ornare consequat lectus in est,,32.147714,-96.535244,1146,8022,b7baec8f-7c76-4849-a302-60269eed13f8,TRUE,parallelism,2021-05-10T05:20:31,2021-09-22T00:36:15
3725,nisi at,,32.92183,-96.850347,1617,11319,bcd571bc-4459-4085-9049-d44fde60d988,TRUE,bandwidth-monitored|firmware|approach|Public-key|motivating,2021-02-20T22:34:13,2021-09-10T03:49:26
3726,est congue elementum in hac habitasse platea dictumst,11.35,32.375252,-96.075322,1359,4077,e4901445-5b2b-441e-a300-38d33a72ef58,FALSE,Inverse,2021-03-27T04:32:39,2021-06-28T18:16:26
3727,sem praesent,83.65,32.214308,-96.968412,753,5271,e01a8cf9-3b77-4800-bf75-0b53e8f3907c,FALSE,task-force|value-added|knowledge base,2021-04-05T03:03:09,2021-12-29T18:46:45
3728,nibh in quis justo,37.75,32.529066,-96.567766,2007,18063,e405b3b7-6bba-40cd-9309-24b91531423e,TRUE,structure|Progressive|Cross-group|Upgradable,2021-07-29T14:49:05Z,
3729,augue vestibulum rutrum,65.66,32.978107,-96.331507,2498,17486,5c673914-ccb0-4730-89f1-605355154e43,TRUE,Reduced|Grass-roots|content-based,2021-03-31T20:26:00,2021-09-02T00:06:28
3730,dis parturient montes,78.84,32.777834,-96.049212,1119,13428,7743bd80-4587-4548-a760-42a3e68383c1,FALSE,3rd generation|leading edge|Streamlined|encompassing,2021-01-05T16:20:37,2021-02-01T09:37:37
3731,primis in faucibus orci luctus,,32.699891,-96.961082,532,1596,8bd5fa49-bd1c-43d4-9b90-6d32f0199d65,FALSE,bottom-line|task-force|asymmetric|Ameliorated,2021-03-06T08:25:26,2021-08-16T20:18:02
3732,ac tellus semper,,32.980879,-96.111304,1791,21492,b7db751f-9a38-4be8-a89c-efbe91bbc0c3,FALSE,foreground|array|Intuitive,2021-02-02T04:04:37,2021-05-11T23:54:24
3733,volutpat in congue etiam justo etiam pretium iaculis,,32.512078,-96.759551,2461,17227,9d3fb8d3-879e-4cc2-9a44-f4d15eb46abd,TRUE,frame|artificial intelligence|Assimilated|solution|even-keeled,2021-07-29T23:13:47,2021-09-17T02:29:19
3734,odio cras mi pede malesuada in imperdiet,96.05,32.295554,-96.17646,2659,23931,1ca69dd1-ac97-4c16-b2ea-65920ab1e824,TRUE,Function-based|Graphical User Interface,2021-11-20T13:39:26Z,
3735,vitae consectetuer eget rutrum at,3.32,32.735669,-96.245134,1977,15816,ee144a77-fd69-431c-acec-d533e6789bbd,FALSE,solution,2021-07-21T01:18:41,2021-07-24T06:09:29
3736,penatibus et magnis dis,28.66,32.58994,-96.39771,1143,6858,12416c00-b315-4e1e-a963-bfb9e1fa0c8a,FALSE,function|matrix|budgetary management|demand-driven,2021-01-11T17:05:18Z,
3737,non ligula pellentesque,92.87,32.865551,-96.715406,1724,5172,023c4d34-43b3-4f2e-8da7-3f7aad810e34,TRUE,scalable|encoding|model,2021-11-21T17:55:49Z,
3738,ipsum praesent blandit lacinia erat vestibulum sed magna,,32.350356,-96.934029,1728,15552,c5a3619f-0b65-43f6-8215-8242e0ddad9c,TRUE,Total|Down-sized|local area network,2021-01-04T21:03:33,2021-12-12T23:09:33
3739,fermentum donec,29.97,32.925708,-96.697921,1620,12960,1034c4f2-fc04-4666-8a4c-badbde164ae5,TRUE,Secured,2021-08-20T19:46:13,2021-09-09T05:35:39
3740,eleifend pede libero quis orci nullam molestie nibh,81.17,32.800221,-96.056549,1307,15684,18096aa1-33f0-408b-887c-04b6cc3fc3f5,TRUE,Phased|superstructure|circuit|Programmable,2021-08-15T19:23:58Z,
3741,dolor quis odio consequat varius,21.92,32.091338,-96.775907,2077,6231,cc4edfa5-dc65-4ef6-ab9c-2973aca890f7,FALSE,Proactive,2021-05-25T11:11:25,2021-08-10T20:15:35
3742,aliquam quis turpis eget,,32.525303,-96.346081,2025,24300,35bcb316-97ef-4c10-b89c-0e07956b89c8,FALSE,Front-line|Synchronised|24/7|demand-driven,2021-02-04T06:05:37,2021-12-23T04:38:39
3743,massa tempor convallis nulla neque,50.52,32.478873,-96.651565,418,4598,fe69559d-0b3f-4113-86b8-1d3c787b5b12,TRUE,Diverse|Extended|encompassing,2021-11-16T16:28:52,2021-12-13T10:47:29
3744,odio cras mi pede malesuada in imperdiet,35.63,32.403629,-96.98013,1946,23352,7a32581f-d624-4ab8-aa21-7bd59012bdc3,TRUE,didactic,2021-02-07T05:03:09,2021-11-28T02:29:46
3745,odio odio elementum eu,,32.598594,-96.821624,1540,12320,8b4d5c2e-f69e-4d88-a5fd-4e84a1fda6ed,FALSE,open system|infrastructure,2021-04-24T07:56:54,2021-09-04T13:19:05
3746,nisi nam ultrices libero non mattis,58.41,32.785065,-96.551644,534,5874,4d6662d4-cd30-4df5-9025-cd30076d87fe,TRUE,optimizing|application|logistical|leading edge,2021-04-18T00:32:12,2021-08-13T17:07:38
3747,ante ipsum primis in faucibus orci,34.33,32.449464,-96.251937,545,4360,09e7bc65-61d7-4d23-947c-90c5114c78af,FALSE,eco-centric|grid-enabled|tertiary|methodology,2021-02-12T15:57:33,2021-12-24T18:50:51
3748,libero ut massa volutpat convallis morbi,,32.78253,-96.030479,2641,31692,7bd1574a-3b34-43aa-8979-01fd94c32e09,FALSE,Automated,2021-05-03T02:13:55,2021-06-07T09:36:37
3749,turpis donec posuere metus vitae,,32.10483,-96.64625,2245,11225,f406f869-551f-44e7-be74-09aad505be5f,FALSE,hybrid|Phased|Fundamental|Profit-focused|definition,2021-03-29T15:14:20Z,
3750,habitasse platea dictumst,41.17,32.93826,-96.009471,294,2646,0ebda245-6bd6-4edc-85af-2d9632699545,TRUE,workforce|data-warehouse|Adaptive|radical,2021-03-23T23:14:08,2021-04-02T14:46:03
3751,arcu libero rutrum,77.3,32.244675,-96.625588,1378,13780,7ba32f2f-0b20-4999-80a7-4cfdd73c9d4f,FALSE,monitoring,2021-10-05T19:10:21,2021-11-20T11:19:08
3752,scelerisque quam turpis adipiscing lorem vitae mattis,63.05,32.164564,-96.772255,1670,10020,86065c2e-b832-4c7a-8288-fb0b4a6500e8,TRUE,extranet|moderator|Implemented,2021-05-03T13:24:18,2021-12-22T07:16:07
3753,a ipsum integer,74.91,32.606697,-96.673894,1534,16874,e10d4f68-1656-4255-ad52-346859fc9026,FALSE,background|disintermediate,2021-05-07T13:37:21,2021-08-19T06:36:10
3754,accumsan odio curabitur convallis duis,,32.370127,-96.207645,2585,10340,07820a01-3bef-45d8-91e7-5b87a258432a,FALSE,Operative|firmware|system-worthy,2021-01-25T06:55:16,2021-10-25T16:03:59
3755,rutrum ac lobortis vel dapibus at,13.38,32.875886,-96.278413,428,4708,58c6dcc8-8ca1-41f7-b5c8-581238318e49,FALSE,Advanced|Adaptive,2021-08-08T14:33:34,2021-10-19T18:32:00
3756,nullam varius nulla facilisi,45.94,32.77168,-96.897725,1749,5247,7361b653-d3f2-4ed6-99d6-7fa6c184df51,FALSE,website|Future-proofed,2021-05-23T17:27:45Z,
3757,natoque penatibus,,32.184483,-96.805038,1672,13376,44512901-b881-4b4e-bb40-7407023fd069,FALSE,Down-sized|Cross-platform|Cross-group|User-friendly|collaboration,2021-04-05T12:33:49,2021-08-21T16:39:16
3758,proin interdum mauris non ligula pellentesque ultrices phasellus,,32.088207,-96.449208,1097,4388,8a27aa8c-4580-4ed4-be85-e1772bacb747,FALSE,systematic|Digitized|eco-centric,2021-03-29T05:20:21,2021-07-15T19:49:49
3759,aliquet pulvinar,43.01,32.251602,-96.696781,695,4170,32ff8d2b-6e84-48de-abfc-5433e007f104,TRUE,Compatible,2021-05-12T21:33:41Z,
3760,sit amet,,32.621203,-96.699455,1359,14949,95b40bf8-daad-4e05-9ac3-bf6a71185a20,FALSE,Pre-emptive,2021-08-31T23:44:32,2021-09-28T21:40:31
3761,lacinia eget,,32.109066,-96.673758,1921,15368,42942cde-ff4c-4218-9d9c-59cd0e343f35,TRUE,Customer-focused|Streamlined|solution|moratorium,2021-09-10T01:25:20,2021-11-10T14:42:50
3762,aliquam convallis,,32.340804,-96.479765,1919,23028,c8a841bf-721e-45c2-8d91-1fb1f7d19493,FALSE,Assimilated|instruction set,2021-08-09T01:18:06,2021-10-02T09:14:50
3763,aliquam erat volutpat in congue,88.05,32.844663,-96.037269,1338,16056,c6b2be80-4788-4136-aebd-6245af5c3d93,FALSE,modular|Multi-channelled|Horizontal|4th generation|national,2021-10-12T01:36:58,2021-10-18T22:31:40
3764,diam vitae quam suspendisse potenti,55.91,32.438633,-96.967368,490,4900,88fe7470-785f-475a-8382-d17d3b311322,TRUE,Inverse|user-facing|Virtual|moratorium|internet solution,2021-06-15T21:06:20,2021-11-07T00:52:57
3765,congue etiam justo etiam pretium iaculis,18,32.974336,-96.457729,2300,9200,438e1be7-eda2-4ab3-8930-f193a4f6fb72,TRUE,neural-net|groupware|benchmark,2021-01-10T04:06:50,2021-08-08T16:59:22
3766,fusce posuere felis sed lacus morbi sem,43.28,32.794308,-96.022836,2136,12816,fe4af74f-afdb-4da8-bd79-8495146efade,FALSE,bandwidth-monitored|global|knowledge base|reciprocal|Sharable,2021-01-14T11:16:11,2021-12-10T04:15:28
3767,vel dapibus at diam nam tristique,75.54,32.995953,-96.004767,532,2660,fee8afbe-0fe2-4c43-aaf7-a3fcbd766c9d,TRUE,,2021-07-10T10:59:54,2021-07-23T06:13:17
3768,eros suspendisse accumsan tortor quis,19.58,32.404105,-96.327242,2250,24750,267d96b7-b0fb-4556-b40e-4aad5ee45241,FALSE,empowering|Ergonomic,2021-05-10T12:21:10,2021-08-04T06:30:21
3769,ipsum primis in faucibus,26.21,32.772375,-96.83713,2470,17290,f9c5ffba-0953-4272-af9a-be10b65249e3,FALSE,forecast,2021-05-10T18:07:26,2021-12-23T18:42:10
3770,cum sociis natoque penatibus et magnis,93.49,32.83855,-96.90129,34,204,7720ee03-f148-4706-adc8-a15db39b94dc,FALSE,multimedia|discrete,2021-05-11T02:09:57,2021-09-18T19:38:19
3771,praesent blandit nam nulla integer pede,21.25,32.746158,-96.960418,764,3056,139cc574-1339-4baf-a7f7-5baa120178bc,FALSE,Organic|Ameliorated|empowering|didactic|Universal,2021-03-02T17:14:55,2021-03-18T03:17:37
3772,mauris sit amet eros,95.24,32.342845,-96.971858,2504,20032,59936fe9-7604-4ad9-9b26-8c4dfcc7009d,FALSE,composite|Distributed,2021-07-27T02:11:15,2021-08-09T04:33:43
3773,magna bibendum imperdiet nullam orci pede venenatis,,32.135321,-96.20744,996,3984,ede03ace-0188-4b7a-a387-2863169589b0,FALSE,transitional|Multi-tiered,2021-04-23T06:16:21,2021-07-22T09:40:54
3774,cubilia curae nulla dapibus dolor vel est donec,39.31,32.553528,-96.083279,68,748,e6a0f4c0-6e5b-4e8c-ba64-85333b9f3f52,TRUE,Down-sized|interface,2021-01-05T18:01:30,2021-02-03T22:36:58
3775,semper rutrum,23.39,32.155234,-96.131559,2452,24520,06eb3d0e-21f6-4c69-aa5a-3676e94cc347,FALSE,Total|uniform|middleware|4th generation,2021-01-10T11:56:36,2021-03-24T08:00:20
3776,sit amet diam in magna bibendum imperdiet,35.04,32.635432,-96.048168,109,654,4ce2a915-2621-4c0e-ad3c-f76e88bd226c,FALSE,bottom-line|6th generation,2021-01-20T17:42:29,2021-10-22T18:43:09
3777,vulputate ut ultrices,,32.133629,-96.512171,845,9295,4e30e9a2-93d0-4792-96cf-667500bd7b63,TRUE,regional,2021-01-29T13:53:01,2021-04-05T04:25:47
3778,duis bibendum morbi non quam,60.12,32.117694,-96.629291,1309,14399,76834e98-9935-475f-b4f8-1cce9ac449ab,FALSE,,2021-04-02T08:25:16,2021-08-28T23:10:42
3779,pede libero,44.6,32.658257,-96.754217,2313,9252,73dd42f0-8cbb-45db-911a-df605edd449d,TRUE,zero administration|Persevering|encompassing|impactful|neural-net,2021-01-03T04:55:12,2021-02-02T15:56:57
3780,tempor convallis nulla,78.24,32.598092,-96.079169,1713,20556,d32172ce-2882-4e12-b330-79d3e031e56c,FALSE,cohesive|modular|Proactive|secondary,2021-04-26T00:27:39,2021-12-24T15:39:48
3781,porttitor lorem id ligula suspendisse,,32.422067,-96.24017,1991,17919,326f9fee-7a27-4c45-8b56-418ca55166ec,FALSE,groupware|budgetary management,2021-09-21T22:53:28,2021-12-26T18:59:23
3782,vitae ipsum aliquam non mauris,47.27,32.816733,-96.373423,510,4590,509dce27-5b9c-4dd3-ba43-c486a7302547,FALSE,time-frame|Operative|Synergistic|foreground|infrastructure,2021-02-12T13:17:43,2021-12-01T18:45:22
3783,vestibulum sit amet cursus id,33.6,32.148573,-96.669474,2265,27180,ea55ba13-e511-4766-a5aa-42ca8c012c39,FALSE,structure|Compatible|optimizing,2021-04-19T07:05:52,2021-12-25T17:00:16
3784,quis libero,,32.753773,-96.782179,2357,11785,6a59ca96-bb71-43bc-9314-8f687360b1b3,TRUE,Persistent|bi-directional|Graphic Interface|human-resource|Networked,2021-01-25T07:19:44,2021-04-12T03:17:33
3785,posuere cubilia,46.7,32.499708,-96.199924,789,7890,11b88763-350d-4537-a455-31556c261035,TRUE,installation|Synergistic|paradigm,2021-09-20T05:30:23,2021-10-21T19:45:58
3786,suspendisse potenti in eleifend quam,62.41,32.230201,-96.623922,2208,24288,53c61d03-43d4-4f2d-a215-794184000745,FALSE,Open-architected|service-desk,2021-02-02T09:58:10Z,
3787,pede ac diam cras pellentesque volutpat dui,,32.573666,-96.456429,2312,23120,12ae9801-2b74-4772-a1d7-99a274f94747,FALSE,open system|Cross-group,2021-01-12T02:07:50Z,
3788,tincidunt nulla mollis molestie lorem quisque ut,26.02,32.985143,-96.536303,705,2115,c27fd78a-b8b4-4d68-9ba8-84bff05aaab1,FALSE,monitoring|5th generation,2021-03-18T17:05:43,2021-09-24T10:07:40
3789,adipiscing lorem vitae mattis,50.35,32.633531,-96.123937,874,4370,32164313-c46b-4ea4-8e46-78fb05e8365d,TRUE,matrix|motivating|bifurcated|24/7|eco-centric,2021-07-12T21:25:08,2021-10-21T11:34:48
3790,curae nulla dapibus dolor vel est donec,5.4,32.520204,-96.499261,827,8270,792c9a10-6790-4f68-b39e-734ae4da6745,TRUE,Optional,2021-06-07T09:38:32,2021-06-26T13:01:06
3791,montes nascetur ridiculus,21.58,32.499765,-96.479709,2271,13626,7e014de2-8ad4-4cb4-942b-51e27e8c55e7,TRUE,Assimilated|Monitored|client-server|optimizing|3rd generation,2021-01-30T14:07:34,2021-06-13T23:16:54
3792,ut ultrices vel augue,,32.265178,-96.323232,193,2123,47e70c00-fd37-495f-a036-1742e4855218,FALSE,encryption|Graphical User Interface|Re-engineered|Programmable,2021-05-20T08:20:51,2021-06-24T18:32:17
3793,bibendum morbi non quam nec dui luctus rutrum,26.23,32.929201,-96.318215,1199,4796,b3830ad7-47a7-487e-85da-4d51f8c754f1,TRUE,global|Synchronised|installation,2021-08-23T04:46:08,2021-10-24T15:58:33
3794,nisl aenean lectus pellentesque eget nunc donec quis,,32.705781,-96.668426,1342,8052,b76bb03f-8843-4d55-8020-bfbc43e9ce90,TRUE,motivating|systematic|holistic|Secured,2021-05-02T19:40:34,2021-05-05T20:17:17
3795,faucibus orci,,32.418994,-96.360337,1459,13131,5cd057d5-a40c-4563-bc0e-dff7561fdfdf,TRUE,value-added,2021-05-27T15:45:11,2021-07-08T09:41:43
3796,sed ante vivamus tortor duis mattis egestas metus,3.63,32.900798,-96.28823,2389,19112,59b49a8c-ddfe-4cdc-b8a8-a5e88c21936f,FALSE,,2021-06-15T19:56:58,2021-11-03T23:01:45
3797,pretium iaculis diam erat fermentum justo nec condimentum,16.53,32.224475,-96.799159,279,837,2c85f3cc-2dcc-41db-bde4-8bc21cdba1a9,TRUE,Organized|demand-driven|reciprocal|Public-key|analyzing,2021-04-07T02:24:11,2021-07-23T11:31:18
3798,quam a odio in hac habitasse platea,51.41,32.966037,-96.235089,1240,11160,45a69b6e-d1f6-4eae-91ef-ad505b6bca4e,FALSE,Cloned|Balanced|Public-key,2021-03-11T21:14:19,2021-11-29T21:51:59
3799,ante vestibulum ante ipsum primis,79.46,32.778806,-96.529893,2375,14250,908f67df-248e-4262-9e52-4891192ed59c,TRUE,installation|intranet|Organic,2021-10-05T22:57:24,2021-12-23T08:07:24
3800,molestie hendrerit at,,32.758118,-96.123169,253,2277,5af18766-e99a-47b9-ae5a-130ecd50feec,FALSE,Pre-emptive|Enterprise-wide,2021-06-28T01:07:58,2021-10-30T16:43:21
3801,lacus morbi quis tortor id nulla ultrices,,32.364127,-96.911062,1050,11550,79469757-6dfd-44ce-a052-9e9a78d69547,FALSE,Virtual|Realigned,2021-06-21T01:23:34,2021-09-14T15:24:02
3802,sit amet eros suspendisse,,32.804798,-96.910827,631,6941,53b176ba-f85c-4e3f-b226-8b85dfc03a2f,FALSE,optimal|initiative|core|transitional|Proactive,2021-08-06T09:13:53,2021-12-11T14:38:21
3803,nulla neque libero convallis,73.56,32.776165,-96.362889,1461,13149,92d47501-6949-4d56-8ee2-27ac268cdab7,TRUE,utilisation,2021-04-15T02:29:45,2021-05-09T00:05:35
3804,vivamus vel nulla eget eros elementum pellentesque,54.78,32.725267,-96.306344,2654,18578,c1db22ca-0465-41bd-bd31-f0c05768d4ac,TRUE,pricing structure|database,2021-05-12T15:56:22,2021-10-06T05:41:19
3805,interdum mauris non ligula pellentesque,26.04,32.868041,-96.11681,839,9229,9388cef3-4a65-4f76-a687-629efc09756c,FALSE,Open-source|Object-based|structure|Managed|Open-source,2021-05-04T13:32:41,2021-08-23T22:46:03
